,Unnamed: 0,Date,time,PM<sub>10</sub> particulate matter (Hourly measured),status,unit,Nitric oxide,status.1,unit.1,Nitrogen dioxide,status.2,unit.2,Nitrogen oxides as nitrogen dioxide,status.3,unit.3,Non-volatile PM<sub>10</sub> (Hourly measured),status.4,unit.4,Non-volatile PM<sub>2.5</sub> (Hourly measured),status.5,unit.5,Ozone,status.6,unit.6,PM<sub>2.5</sub> particulate matter (Hourly measured),status.7,unit.7,Sulphur dioxide,status.8,unit.8,Volatile PM<sub>10</sub> (Hourly measured),status.9,unit.9,Volatile PM<sub>2.5</sub> (Hourly measured),status.10,unit.10
1414,1414,28-02-2020,23:00,7.73,R,ugm-3 (Ref.eq),1.1623,R,ugm-3,16.36432,R,ugm-3,18.14648,R,ugm-3,,,,,,,53.18541,R,ugm-3,3.0,R,ugm-3 (BAM),3.69086,R,ugm-3,,,,,,
1415,1415,28-02-2020,24:00,6.763,R,ugm-3 (Ref.eq),0.87958,R,ugm-3,10.39042,R,ugm-3,11.73909,R,ugm-3,,,,,,,58.67358,R,ugm-3,3.0,R,ugm-3 (BAM),3.29541,R,ugm-3,,,,,,
1416,1416,29-02-2020,01:00,13.527,R,ugm-3 (Ref.eq),0.83781,R,ugm-3,7.82077,R,ugm-3,9.10539,R,ugm-3,,,,,,,59.73795,R,ugm-3,5.0,R,ugm-3 (BAM),1.58122,R,ugm-3,,,,,,
1417,1417,29-02-2020,02:00,7.73,R,ugm-3 (Ref.eq),0.58646,R,ugm-3,4.77604,R,ugm-3,5.67528,R,ugm-3,,,,,,,64.26154,R,ugm-3,4.0,R,ugm-3 (BAM),0.70276,R,ugm-3,,,,,,
1418,1418,29-02-2020,03:00,18.358,R,ugm-3 (Ref.eq),0.75403,R,ugm-3,4.78417,R,ugm-3,5.94033,R,ugm-3,,,,,,,64.5609,R,ugm-3,6.0,R,ugm-3 (BAM),0.59296,R,ugm-3,,,,,,
1419,1419,29-02-2020,04:00,31.885,R,ugm-3 (Ref.eq),0.3456,R,ugm-3,3.53946,R,ugm-3,4.06936,R,ugm-3,,,,,,,66.85595,R,ugm-3,13.0,R,ugm-3 (BAM),0.98826,R,ugm-3,,,,,,
1420,1420,29-02-2020,05:00,44.445,R,ugm-3 (Ref.eq),0.65977,R,ugm-3,3.99321,R,ugm-3,5.00485,R,ugm-3,,,,,,,66.00778,R,ugm-3,17.0,R,ugm-3 (BAM),1.38356,R,ugm-3,,,,,,
1421,1421,29-02-2020,06:00,40.58,R,ugm-3 (Ref.eq),0.62836,R,ugm-3,5.21074,R,ugm-3,6.1742,R,ugm-3,,,,,,,63.41337,R,ugm-3,16.0,R,ugm-3 (BAM),1.58122,R,ugm-3,,,,,,
1422,1422,29-02-2020,07:00,48.31,R,ugm-3 (Ref.eq),0.81686,R,ugm-3,6.97977,R,ugm-3,8.23227,R,ugm-3,,,,,,,58.5738,R,ugm-3,18.0,R,ugm-3 (BAM),1.58122,R,ugm-3,,,,,,
1423,1423,29-02-2020,08:00,42.513,R,ugm-3 (Ref.eq),1.31955,R,ugm-3,11.82191,R,ugm-3,13.84518,R,ugm-3,,,,,,,49.29379,R,ugm-3,20.0,R,ugm-3 (BAM),1.51534,R,ugm-3,,,,,,
1424,1424,29-02-2020,09:00,8.696,R,ugm-3 (Ref.eq),37.60703,R,ugm-3,68.34655,R,ugm-3,126.00986,R,ugm-3,,,,,,,31.2826,R,ugm-3,1.0,R,ugm-3 (BAM),3.62362,R,ugm-3,,,,,,
1425,1425,29-02-2020,10:00,6.763,R,ugm-3 (Ref.eq),24.03457,R,ugm-3,56.78958,R,ugm-3,93.64207,R,ugm-3,,,,,,,42.50841,R,ugm-3,0.0,R,ugm-3 (BAM),3.88716,R,ugm-3,,,,,,
1426,1426,29-02-2020,11:00,5.797,R,ugm-3 (Ref.eq),17.87669,R,ugm-3,44.48149,R,ugm-3,71.89204,R,ugm-3,,,,,,,50.99014,R,ugm-3,3.0,R,ugm-3 (BAM),3.62362,R,ugm-3,,,,,,
1427,1427,29-02-2020,12:00,6.763,R,ugm-3 (Ref.eq),14.89201,R,ugm-3,30.58211,R,ugm-3,53.41621,R,ugm-3,,,,,,,55.53035,R,ugm-3,4.0,R,ugm-3 (BAM),2.17417,R,ugm-3,,,,,,
1428,1428,29-02-2020,13:00,11.594,R,ugm-3 (Ref.eq),15.92879,R,ugm-3,31.33111,R,ugm-3,55.75492,R,ugm-3,,,,,,,51.73852,R,ugm-3,4.0,R,ugm-3 (BAM),2.63536,R,ugm-3,,,,,,
1429,1429,29-02-2020,14:00,8.696,R,ugm-3 (Ref.eq),25.88822,R,ugm-3,42.90863,R,ugm-3,82.60335,R,ugm-3,,,,,,,44.30454,R,ugm-3,3.0,R,ugm-3 (BAM),2.37183,R,ugm-3,,,,,,
1430,1430,29-02-2020,15:00,7.73,R,ugm-3 (Ref.eq),15.67745,R,ugm-3,29.33101,R,ugm-3,53.36943,R,ugm-3,,,,,,,51.58885,R,ugm-3,3.0,R,ugm-3 (BAM),2.04241,R,ugm-3,,,,,,
1431,1431,29-02-2020,16:00,7.73,R,ugm-3 (Ref.eq),7.03757,R,ugm-3,26.25442,R,ugm-3,37.04522,R,ugm-3,,,,,,,51.8882,R,ugm-3,5.0,R,ugm-3 (BAM),2.17417,R,ugm-3,,,,,,
1432,1432,29-02-2020,17:00,3.865,R,ugm-3 (Ref.eq),2.13641,R,ugm-3,14.68554,R,ugm-3,17.96132,R,ugm-3,,,,,,,65.25939,R,ugm-3,4.0,R,ugm-3 (BAM),2.63536,R,ugm-3,,,,,,
1433,1433,29-02-2020,18:00,7.73,R,ugm-3 (Ref.eq),1.53947,R,ugm-3,20.18471,R,ugm-3,22.5452,R,ugm-3,,,,,,,59.42197,R,ugm-3,2.0,R,ugm-3 (BAM),0.59296,R,ugm-3,,,,,,
1434,1434,29-02-2020,19:00,9.662,R,ugm-3 (Ref.eq),1.47663,R,ugm-3,22.57299,R,ugm-3,24.83713,R,ugm-3,,,,,,,57.72562,R,ugm-3,5.0,R,ugm-3 (BAM),0.92238,R,ugm-3,,,,,,
1435,1435,29-02-2020,20:00,16.425,R,ugm-3 (Ref.eq),1.19387,R,ugm-3,20.66784,R,ugm-3,22.49842,R,ugm-3,,,,,,,58.82326,R,ugm-3,9.0,R,ugm-3 (BAM),0.79061,R,ugm-3,,,,,,
1436,1436,29-02-2020,21:00,9.662,R,ugm-3 (Ref.eq),0.75403,R,ugm-3,15.35516,R,ugm-3,16.51131,R,ugm-3,,,,,,,68.00348,R,ugm-3,7.0,R,ugm-3 (BAM),0.72473,R,ugm-3,,,,,,
1437,1437,29-02-2020,22:00,12.561,R,ugm-3 (Ref.eq),0.97395,R,ugm-3,14.45665,R,ugm-3,15.95002,R,ugm-3,,,,,,,71.44606,R,ugm-3,8.0,R,ugm-3 (BAM),1.2518,R,ugm-3,,,,,,
1438,1438,29-02-2020,23:00,19.324,R,ugm-3 (Ref.eq),0.97395,R,ugm-3,14.40988,R,ugm-3,15.90325,R,ugm-3,,,,,,,71.24649,R,ugm-3,7.0,R,ugm-3 (BAM),1.44945,R,ugm-3,,,,,,
1439,1439,29-02-2020,24:00,18.358,R,ugm-3 (Ref.eq),0.72261,R,ugm-3,11.42752,R,ugm-3,12.5355,R,ugm-3,,,,,,,74.38972,R,ugm-3,9.0,R,ugm-3 (BAM),1.51534,R,ugm-3,,,,,,
1440,1440,01-03-2020,01:00,20.29,R,ugm-3 (Ref.eq),0.83792,R,ugm-3,12.87372,R,ugm-3,14.15852,R,ugm-3,,,,,,,73.24219,R,ugm-3,11.0,R,ugm-3 (BAM),1.58064,R,ugm-3,,,,,,
1441,1441,01-03-2020,02:00,15.459,R,ugm-3 (Ref.eq),0.67034,R,ugm-3,8.26564,R,ugm-3,9.29348,R,ugm-3,,,,,,,77.63273,R,ugm-3,8.0,R,ugm-3 (BAM),1.58064,R,ugm-3,,,,,,
1442,1442,01-03-2020,03:00,17.392,R,ugm-3 (Ref.eq),1.25688,R,ugm-3,8.4578,R,ugm-3,10.38499,R,ugm-3,,,,,,,74.93854,R,ugm-3,4.0,R,ugm-3 (BAM),1.18548,R,ugm-3,,,,,,
1443,1443,01-03-2020,04:00,10.628,R,ugm-3 (Ref.eq),1.09977,R,ugm-3,6.82753,R,ugm-3,8.51382,R,ugm-3,,,,,,,72.74327,R,ugm-3,4.0,R,ugm-3 (BAM),1.90994,R,ugm-3,,,,,,
1444,1444,01-03-2020,05:00,9.662,R,ugm-3 (Ref.eq),0.53418,R,ugm-3,7.08664,R,ugm-3,7.90569,R,ugm-3,,,,,,,70.99703,R,ugm-3,4.0,R,ugm-3 (BAM),1.44892,R,ugm-3,,,,,,
1445,1445,01-03-2020,06:00,11.594,R,ugm-3 (Ref.eq),0.75413,R,ugm-3,7.87208,R,ugm-3,9.0284,R,ugm-3,,,,,,,70.84735,R,ugm-3,4.0,R,ugm-3 (BAM),1.71236,R,ugm-3,,,,,,
1446,1446,01-03-2020,07:00,13.527,R,ugm-3 (Ref.eq),0.69129,R,ugm-3,7.59421,R,ugm-3,8.65416,R,ugm-3,,,,,,,69.69982,R,ugm-3,8.0,R,ugm-3 (BAM),1.90994,R,ugm-3,,,,,,
1447,1447,01-03-2020,08:00,15.459,R,ugm-3 (Ref.eq),0.94266,R,ugm-3,10.01552,R,ugm-3,11.46092,R,ugm-3,,,,,,,67.60434,R,ugm-3,6.0,R,ugm-3 (BAM),1.3172,R,ugm-3,,,,,,
1448,1448,01-03-2020,09:00,15.459,R,ugm-3 (Ref.eq),1.94817,R,ugm-3,9.59647,R,ugm-3,12.58362,R,ugm-3,,,,,,,68.75187,R,ugm-3,4.0,R,ugm-3 (BAM),1.11962,R,ugm-3,,,,,,
1449,1449,01-03-2020,10:00,9.662,R,ugm-3 (Ref.eq),2.01101,R,ugm-3,8.00317,R,ugm-3,11.08668,R,ugm-3,,,,,,,69.55015,R,ugm-3,2.0,R,ugm-3 (BAM),1.44892,R,ugm-3,,,,,,
1450,1450,01-03-2020,11:00,10.628,R,ugm-3 (Ref.eq),5.87592,R,ugm-3,14.00577,R,ugm-3,23.01539,R,ugm-3,,,,,,,66.80606,R,ugm-3,4.0,R,ugm-3 (BAM),1.58064,R,ugm-3,,,,,,
1451,1451,01-03-2020,12:00,12.561,R,ugm-3 (Ref.eq),12.47456,R,ugm-3,21.66412,R,ugm-3,40.79151,R,ugm-3,,,,,,,63.26369,R,ugm-3,7.0,R,ugm-3 (BAM),3.35885,R,ugm-3,,,,,,
1452,1452,01-03-2020,13:00,10.628,R,ugm-3 (Ref.eq),6.00161,R,ugm-3,14.3744,R,ugm-3,23.57674,R,ugm-3,,,,,,,66.80606,R,ugm-3,5.0,R,ugm-3 (BAM),2.70026,R,ugm-3,,,,,,
1453,1453,01-03-2020,14:00,6.763,R,ugm-3 (Ref.eq),10.6835,R,ugm-3,22.96021,R,ugm-3,39.34135,R,ugm-3,,,,,,,63.11401,R,ugm-3,2.0,R,ugm-3 (BAM),2.17338,R,ugm-3,,,,,,
1454,1454,01-03-2020,15:00,10.628,R,ugm-3 (Ref.eq),4.99611,R,ugm-3,14.2321,R,ugm-3,21.89269,R,ugm-3,,,,,,,66.95574,R,ugm-3,4.0,R,ugm-3 (BAM),1.44892,R,ugm-3,,,,,,
1455,1455,01-03-2020,16:00,9.662,R,ugm-3 (Ref.eq),7.9812,R,ugm-3,20.46102,R,ugm-3,32.6987,R,ugm-3,,,,,,,64.31143,R,ugm-3,3.0,R,ugm-3 (BAM),0.59274,R,ugm-3,,,,,,
1456,1456,01-03-2020,17:00,6.763,R,ugm-3 (Ref.eq),10.30644,R,ugm-3,28.21629,R,ugm-3,44.01927,R,ugm-3,,,,,,,58.92304,R,ugm-3,2.0,R,ugm-3 (BAM),1.90994,R,ugm-3,,,,,,
1457,1457,01-03-2020,18:00,4.831,R,ugm-3 (Ref.eq),2.79656,R,ugm-3,15.5464,R,ugm-3,19.8344,R,ugm-3,,,,,,,66.65638,R,ugm-3,5.0,R,ugm-3 (BAM),2.50268,R,ugm-3,,,,,,
1458,1458,01-03-2020,19:00,6.763,R,ugm-3 (Ref.eq),1.25688,R,ugm-3,20.66719,R,ugm-3,22.59438,R,ugm-3,,,,,,,57.77552,R,ugm-3,5.0,R,ugm-3 (BAM),1.84408,R,ugm-3,,,,,,
1459,1459,01-03-2020,20:00,6.763,R,ugm-3 (Ref.eq),1.09977,R,ugm-3,20.11284,R,ugm-3,21.79913,R,ugm-3,,,,,,,56.47831,R,ugm-3,6.0,R,ugm-3 (BAM),1.38306,R,ugm-3,,,,,,
1460,1460,01-03-2020,21:00,7.73,R,ugm-3 (Ref.eq),1.22546,R,ugm-3,25.11262,R,ugm-3,26.99163,R,ugm-3,,,,,,,47.94669,R,ugm-3,8.0,R,ugm-3 (BAM),1.58064,R,ugm-3,,,,,,
1461,1461,01-03-2020,22:00,11.594,R,ugm-3 (Ref.eq),1.28831,R,ugm-3,30.62976,R,ugm-3,32.60514,R,ugm-3,,,,,,,44.05508,R,ugm-3,8.0,R,ugm-3 (BAM),1.71236,R,ugm-3,,,,,,
1462,1462,01-03-2020,23:00,10.628,R,ugm-3 (Ref.eq),1.00551,R,ugm-3,27.46138,R,ugm-3,29.00314,R,ugm-3,,,,,,,50.39143,R,ugm-3,6.0,R,ugm-3 (BAM),1.51478,R,ugm-3,,,,,,
1463,1463,01-03-2020,24:00,11.594,R,ugm-3 (Ref.eq),0.81697,R,ugm-3,22.04339,R,ugm-3,23.29607,R,ugm-3,,,,,,,56.12906,R,ugm-3,4.0,R,ugm-3 (BAM),1.77822,R,ugm-3,,,,,,
1464,1464,02-03-2020,01:00,10.628,R,ugm-3 (Ref.eq),1.13135,R,ugm-3,23.09212,R,ugm-3,24.82684,R,ugm-3,,,,,,,55.61351,R,ugm-3,5.0,R,ugm-3 (BAM),1.58006,R,ugm-3,,,,,,
1465,1465,02-03-2020,02:00,6.763,R,ugm-3 (Ref.eq),1.92748,R,ugm-3,20.06241,R,ugm-3,23.01784,R,ugm-3,,,,,,,53.8839,R,ugm-3,3.0,R,ugm-3 (BAM),2.19452,R,ugm-3,,,,,,
1466,1466,02-03-2020,03:00,5.797,R,ugm-3 (Ref.eq),8.20229,R,ugm-3,27.33029,R,ugm-3,39.90696,R,ugm-3,,,,,,,53.93379,R,ugm-3,0.0,R,ugm-3 (BAM),2.30425,R,ugm-3,,,,,,
1467,1467,02-03-2020,04:00,2.899,R,ugm-3 (Ref.eq),1.63417,R,ugm-3,19.4829,R,ugm-3,21.98859,R,ugm-3,,,,,,,59.97079,R,ugm-3,1.0,R,ugm-3 (BAM),1.38255,R,ugm-3,,,,,,
1468,1468,02-03-2020,05:00,-0.966,R,ugm-3 (Ref.eq),2.04271,R,ugm-3,17.5933,R,ugm-3,20.72542,R,ugm-3,,,,,,,60.27014,R,ugm-3,2.0,R,ugm-3 (BAM),1.44838,R,ugm-3,,,,,,
1469,1469,02-03-2020,06:00,-1.932,R,ugm-3 (Ref.eq),2.57696,R,ugm-3,23.9789,R,ugm-3,27.93019,R,ugm-3,,,,,,,52.13766,R,ugm-3,5.0,R,ugm-3 (BAM),1.58006,R,ugm-3,,,,,,
1470,1470,02-03-2020,07:00,8.696,R,ugm-3 (Ref.eq),6.53669,R,ugm-3,40.03636,R,ugm-3,50.05914,R,ugm-3,,,,,,,31.78152,R,ugm-3,3.0,R,ugm-3 (BAM),1.90923,R,ugm-3,,,,,,
1471,1471,02-03-2020,08:00,7.73,R,ugm-3 (Ref.eq),15.80747,R,ugm-3,57.07323,R,ugm-3,81.31101,R,ugm-3,,,,,,,16.56431,R,ugm-3,4.0,R,ugm-3 (BAM),2.17258,R,ugm-3,,,,,,
1472,1472,02-03-2020,09:00,5.797,R,ugm-3 (Ref.eq),26.11532,R,ugm-3,66.62513,R,ugm-3,106.66806,R,ugm-3,,,,,,,13.02194,R,ugm-3,7.0,R,ugm-3 (BAM),2.43592,R,ugm-3,,,,,,
1473,1473,02-03-2020,10:00,5.797,R,ugm-3 (Ref.eq),24.22974,R,ugm-3,59.73841,R,ugm-3,96.89016,R,ugm-3,,,,,,,21.75313,R,ugm-3,5.0,R,ugm-3 (BAM),2.63343,R,ugm-3,,,,,,
1474,1474,02-03-2020,11:00,9.662,R,ugm-3 (Ref.eq),19.54721,R,ugm-3,48.01736,R,ugm-3,77.98933,R,ugm-3,,,,,,,32.82927,R,ugm-3,3.0,R,ugm-3 (BAM),2.23841,R,ugm-3,,,,,,
1475,1475,02-03-2020,12:00,9.662,R,ugm-3 (Ref.eq),17.7559,R,ugm-3,41.40714,R,ugm-3,68.63248,R,ugm-3,,,,,,,40.11357,R,ugm-3,7.0,R,ugm-3 (BAM),2.04091,R,ugm-3,,,,,,
1476,1476,02-03-2020,13:00,11.594,R,ugm-3 (Ref.eq),21.14995,R,ugm-3,43.54813,R,ugm-3,75.9776,R,ugm-3,,,,,,,36.32174,R,ugm-3,5.0,R,ugm-3 (BAM),2.17258,R,ugm-3,,,,,,
1477,1477,02-03-2020,14:00,10.628,R,ugm-3 (Ref.eq),30.32645,R,ugm-3,49.50134,R,ugm-3,96.00126,R,ugm-3,,,,,,,36.47142,R,ugm-3,4.0,R,ugm-3 (BAM),2.7651,R,ugm-3,,,,,,
1478,1478,02-03-2020,15:00,9.662,R,ugm-3 (Ref.eq),32.99769,R,ugm-3,53.03133,R,ugm-3,103.62709,R,ugm-3,,,,,,,33.87701,R,ugm-3,6.0,R,ugm-3 (BAM),1.64589,R,ugm-3,,,,,,
1479,1479,02-03-2020,16:00,13.527,R,ugm-3 (Ref.eq),45.85108,R,ugm-3,70.98438,R,ugm-3,141.2884,R,ugm-3,,,,,,,27.59055,R,ugm-3,7.0,R,ugm-3 (BAM),2.56759,R,ugm-3,,,,,,
1480,1480,02-03-2020,17:00,8.696,R,ugm-3 (Ref.eq),63.10416,R,ugm-3,84.3902,R,ugm-3,181.14857,R,ugm-3,,,,,,,20.25636,R,ugm-3,5.0,R,ugm-3 (BAM),5.46436,R,ugm-3,,,,,,
1481,1481,02-03-2020,18:00,5.797,R,ugm-3 (Ref.eq),34.25475,R,ugm-3,65.04557,R,ugm-3,117.56879,R,ugm-3,,,,,,,30.73378,R,ugm-3,5.0,R,ugm-3 (BAM),3.55513,R,ugm-3,,,,,,
1482,1482,02-03-2020,19:00,5.797,R,ugm-3 (Ref.eq),18.41586,R,ugm-3,58.36037,R,ugm-3,86.59762,R,ugm-3,,,,,,,30.83357,R,ugm-3,4.0,R,ugm-3 (BAM),2.9626,R,ugm-3,,,,,,
1483,1483,02-03-2020,20:00,11.594,R,ugm-3 (Ref.eq),12.19343,R,ugm-3,55.97131,R,ugm-3,74.66764,R,ugm-3,,,,,,,29.53636,R,ugm-3,5.0,R,ugm-3 (BAM),2.9626,R,ugm-3,,,,,,
1484,1484,02-03-2020,21:00,12.561,R,ugm-3 (Ref.eq),6.69382,R,ugm-3,43.7253,R,ugm-3,53.98901,R,ugm-3,,,,,,,38.96604,R,ugm-3,6.0,R,ugm-3 (BAM),2.10674,R,ugm-3,,,,,,
1485,1485,02-03-2020,22:00,10.628,R,ugm-3 (Ref.eq),1.6656,R,ugm-3,31.83253,R,ugm-3,34.38642,R,ugm-3,,,,,,,45.9011,R,ugm-3,7.0,R,ugm-3 (BAM),1.51422,R,ugm-3,,,,,,
1486,1486,02-03-2020,23:00,13.527,R,ugm-3 (Ref.eq),1.22563,R,ugm-3,27.73515,R,ugm-3,29.61442,R,ugm-3,,,,,,,49.8925,R,ugm-3,7.0,R,ugm-3 (BAM),1.44838,R,ugm-3,,,,,,
1487,1487,02-03-2020,24:00,11.594,R,ugm-3 (Ref.eq),0.91137,R,ugm-3,22.41577,R,ugm-3,23.81318,R,ugm-3,,,,,,,52.68648,R,ugm-3,8.0,R,ugm-3 (BAM),1.51422,R,ugm-3,,,,,,
1488,1488,03-03-2020,01:00,9.662,R,ugm-3 (Ref.eq),0.92197,R,ugm-3,17.36441,R,ugm-3,18.77808,R,ugm-3,,,,,,,56.61136,R,ugm-3,6.0,R,ugm-3 (BAM),1.05299,R,ugm-3,,,,,,
1489,1489,03-03-2020,02:00,7.73,R,ugm-3 (Ref.eq),0.96388,R,ugm-3,16.42676,R,ugm-3,17.90468,R,ugm-3,,,,,,,58.67358,R,ugm-3,5.0,R,ugm-3 (BAM),1.31623,R,ugm-3,,,,,,
1490,1490,03-03-2020,03:00,7.73,R,ugm-3 (Ref.eq),0.72291,R,ugm-3,13.63017,R,ugm-3,14.73861,R,ugm-3,,,,,,,62.36563,R,ugm-3,6.0,R,ugm-3 (BAM),0.92136,R,ugm-3,,,,,,
1491,1491,03-03-2020,04:00,6.763,R,ugm-3 (Ref.eq),0.69148,R,ugm-3,11.29211,R,ugm-3,12.35236,R,ugm-3,,,,,,,62.31573,R,ugm-3,4.0,R,ugm-3 (BAM),1.18461,R,ugm-3,,,,,,
1492,1492,03-03-2020,05:00,8.696,R,ugm-3 (Ref.eq),1.00578,R,ugm-3,11.41844,R,ugm-3,12.96062,R,ugm-3,,,,,,,60.27014,R,ugm-3,3.0,R,ugm-3 (BAM),0.98717,R,ugm-3,,,,,,
1493,1493,03-03-2020,06:00,7.73,R,ugm-3 (Ref.eq),0.72291,R,ugm-3,13.63017,R,ugm-3,14.73861,R,ugm-3,,,,,,,55.97939,R,ugm-3,2.0,R,ugm-3 (BAM),0.92136,R,ugm-3,,,,,,
1494,1494,03-03-2020,07:00,10.628,R,ugm-3 (Ref.eq),1.32009,R,ugm-3,24.83291,R,ugm-3,26.85702,R,ugm-3,,,,,,,44.95314,R,ugm-3,2.0,R,ugm-3 (BAM),1.31623,R,ugm-3,,,,,,
1495,1495,03-03-2020,08:00,14.493,R,ugm-3 (Ref.eq),3.70882,R,ugm-3,34.45838,R,ugm-3,40.14516,R,ugm-3,,,,,,,38.11787,R,ugm-3,3.0,R,ugm-3 (BAM),0.98717,R,ugm-3,,,,,,
1496,1496,03-03-2020,09:00,16.425,R,ugm-3 (Ref.eq),6.349,R,ugm-3,33.17072,R,ugm-3,42.90572,R,ugm-3,,,,,,,41.9097,R,ugm-3,4.0,R,ugm-3 (BAM),1.05299,R,ugm-3,,,,,,
1497,1497,03-03-2020,10:00,14.493,R,ugm-3 (Ref.eq),9.27206,R,ugm-3,33.41448,R,ugm-3,47.63143,R,ugm-3,,,,,,,43.50626,R,ugm-3,5.0,R,ugm-3 (BAM),2.17178,R,ugm-3,,,,,,
1498,1498,03-03-2020,11:00,19.324,R,ugm-3 (Ref.eq),28.82195,R,ugm-3,51.91204,R,ugm-3,96.10507,R,ugm-3,,,,,,,36.32174,R,ugm-3,7.0,R,ugm-3 (BAM),3.68544,R,ugm-3,,,,,,
1499,1499,03-03-2020,12:00,19.324,R,ugm-3 (Ref.eq),27.28184,R,ugm-3,50.15604,R,ugm-3,91.98762,R,ugm-3,,,,,,,37.66884,R,ugm-3,7.0,R,ugm-3 (BAM),3.09314,R,ugm-3,,,,,,
1500,1500,03-03-2020,13:00,17.392,R,ugm-3 (Ref.eq),29.45056,R,ugm-3,53.14727,R,ugm-3,98.30416,R,ugm-3,,,,,,,34.27615,R,ugm-3,7.0,R,ugm-3 (BAM),1.84272,R,ugm-3,,,,,,
1501,1501,03-03-2020,14:00,19.324,R,ugm-3 (Ref.eq),51.26346,R,ugm-3,68.17492,R,ugm-3,146.7778,R,ugm-3,,,,,,,21.60345,R,ugm-3,6.0,R,ugm-3 (BAM),1.84272,R,ugm-3,,,,,,
1502,1502,03-03-2020,15:00,14.493,R,ugm-3 (Ref.eq),52.26924,R,ugm-3,65.65017,R,ugm-3,145.79523,R,ugm-3,,,,,,,22.20216,R,ugm-3,4.0,R,ugm-3 (BAM),5.19911,R,ugm-3,,,,,,
1503,1503,03-03-2020,16:00,11.594,R,ugm-3 (Ref.eq),64.21291,R,ugm-3,78.2177,R,ugm-3,176.67612,R,ugm-3,,,,,,,17.21291,R,ugm-3,8.0,R,ugm-3 (BAM),4.93586,R,ugm-3,,,,,,
1504,1504,03-03-2020,17:00,7.73,R,ugm-3 (Ref.eq),62.16991,R,ugm-3,75.68875,R,ugm-3,171.01462,R,ugm-3,,,,,,,15.26711,R,ugm-3,6.0,R,ugm-3 (BAM),3.55382,R,ugm-3,,,,,,
1505,1505,03-03-2020,18:00,8.696,R,ugm-3 (Ref.eq),75.96799,R,ugm-3,86.25509,R,ugm-3,202.73771,R,ugm-3,,,,,,,11.37549,R,ugm-3,6.0,R,ugm-3 (BAM),5.06748,R,ugm-3,,,,,,
1506,1506,03-03-2020,19:00,14.493,R,ugm-3 (Ref.eq),114.78489,R,ugm-3,107.16735,R,ugm-3,283.16839,R,ugm-3,,,,,,,1.9957,R,ugm-3,9.0,R,ugm-3 (BAM),8.09481,R,ugm-3,,,,,,
1507,1507,03-03-2020,20:00,18.358,R,ugm-3 (Ref.eq),77.31951,R,ugm-3,93.63422,R,ugm-3,212.18914,R,ugm-3,,,,,,,1.49678,R,ugm-3,10.0,R,ugm-3 (BAM),5.19911,R,ugm-3,,,,,,
1508,1508,03-03-2020,21:00,22.223,R,ugm-3 (Ref.eq),109.09594,R,ugm-3,104.94161,R,ugm-3,272.21971,R,ugm-3,,,,,,,1.74624,R,ugm-3,12.0,R,ugm-3 (BAM),6.71277,R,ugm-3,,,,,,
1509,1509,03-03-2020,22:00,19.324,R,ugm-3 (Ref.eq),83.73137,R,ugm-3,95.59372,R,ugm-3,223.98002,R,ugm-3,,,,,,,4.49033,R,ugm-3,9.0,R,ugm-3 (BAM),4.73842,R,ugm-3,,,,,,
1510,1510,03-03-2020,23:00,19.324,R,ugm-3 (Ref.eq),22.44152,R,ugm-3,73.5329,R,ugm-3,107.94274,R,ugm-3,,,,,,,7.93291,R,ugm-3,10.0,R,ugm-3 (BAM),2.3034,R,ugm-3,,,,,,
1511,1511,03-03-2020,24:00,20.29,R,ugm-3 (Ref.eq),48.08896,R,ugm-3,81.55806,R,ugm-3,155.29344,R,ugm-3,,,,,,,6.48603,R,ugm-3,9.0,R,ugm-3 (BAM),3.4222,R,ugm-3,,,,,,
1512,1512,04-03-2020,01:00,18.358,R,ugm-3 (Ref.eq),13.99906,R,ugm-3,62.07835,R,ugm-3,83.54327,R,ugm-3,,,,,,,13.77033,R,ugm-3,7.0,R,ugm-3 (BAM),1.66661,R,ugm-3,,,,,,
1513,1513,04-03-2020,02:00,14.493,R,ugm-3 (Ref.eq),4.84099,R,ugm-3,45.45471,R,ugm-3,52.87746,R,ugm-3,,,,,,,19.957,R,ugm-3,8.0,R,ugm-3 (BAM),1.75433,R,ugm-3,,,,,,
1514,1514,04-03-2020,03:00,17.392,R,ugm-3 (Ref.eq),14.52298,R,ugm-3,51.24546,R,ugm-3,73.51371,R,ugm-3,,,,,,,15.41678,R,ugm-3,8.0,R,ugm-3 (BAM),1.64468,R,ugm-3,,,,,,
1515,1515,04-03-2020,04:00,18.358,R,ugm-3 (Ref.eq),2.4205,R,ugm-3,36.20409,R,ugm-3,39.91546,R,ugm-3,,,,,,,23.74883,R,ugm-3,8.0,R,ugm-3 (BAM),0.92102,R,ugm-3,,,,,,
1516,1516,04-03-2020,05:00,17.392,R,ugm-3 (Ref.eq),1.50888,R,ugm-3,36.10446,R,ugm-3,38.41805,R,ugm-3,,,,,,,19.957,R,ugm-3,10.0,R,ugm-3 (BAM),1.0526,R,ugm-3,,,,,,
1517,1517,04-03-2020,06:00,14.493,R,ugm-3 (Ref.eq),1.63462,R,ugm-3,36.51999,R,ugm-3,39.02637,R,ugm-3,,,,,,,20.15657,R,ugm-3,7.0,R,ugm-3 (BAM),1.18417,R,ugm-3,,,,,,
