,Unnamed: 0,Date,time,PM<sub>10</sub> particulate matter (Hourly measured),status,unit,Nitric oxide,status.1,unit.1,Nitrogen dioxide,status.2,unit.2,Nitrogen oxides as nitrogen dioxide,status.3,unit.3,Non-volatile PM<sub>10</sub> (Hourly measured),status.4,unit.4,Non-volatile PM<sub>2.5</sub> (Hourly measured),status.5,unit.5,Ozone,status.6,unit.6,PM<sub>2.5</sub> particulate matter (Hourly measured),status.7,unit.7,Sulphur dioxide,status.8,unit.8,Volatile PM<sub>10</sub> (Hourly measured),status.9,unit.9,Volatile PM<sub>2.5</sub> (Hourly measured),status.10,unit.10
6281,6281,18-09-2020,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6282,6282,18-09-2020,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6283,6283,18-09-2020,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6284,6284,18-09-2020,21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6285,6285,18-09-2020,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6286,6286,18-09-2020,23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6287,6287,18-09-2020,24:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6288,6288,19-09-2020,01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6289,6289,19-09-2020,02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6290,6290,19-09-2020,03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6291,6291,19-09-2020,04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6292,6292,19-09-2020,05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6293,6293,19-09-2020,06:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6294,6294,19-09-2020,07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6295,6295,19-09-2020,08:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6296,6296,19-09-2020,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6297,6297,19-09-2020,10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6298,6298,19-09-2020,11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6299,6299,19-09-2020,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6300,6300,19-09-2020,13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6301,6301,19-09-2020,14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6302,6302,19-09-2020,15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6303,6303,19-09-2020,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6304,6304,19-09-2020,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6305,6305,19-09-2020,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6306,6306,19-09-2020,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6307,6307,19-09-2020,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6308,6308,19-09-2020,21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6309,6309,19-09-2020,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6310,6310,19-09-2020,23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6311,6311,19-09-2020,24:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6312,6312,20-09-2020,01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6313,6313,20-09-2020,02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6314,6314,20-09-2020,03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6315,6315,20-09-2020,04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6316,6316,20-09-2020,05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6317,6317,20-09-2020,06:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6318,6318,20-09-2020,07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6319,6319,20-09-2020,08:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6320,6320,20-09-2020,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6321,6321,20-09-2020,10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6322,6322,20-09-2020,11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6323,6323,20-09-2020,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6324,6324,20-09-2020,13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6325,6325,20-09-2020,14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6326,6326,20-09-2020,15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6327,6327,20-09-2020,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6328,6328,20-09-2020,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6329,6329,20-09-2020,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6330,6330,20-09-2020,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6331,6331,20-09-2020,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6332,6332,20-09-2020,21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6333,6333,20-09-2020,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6334,6334,20-09-2020,23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6335,6335,20-09-2020,24:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6336,6336,21-09-2020,01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6337,6337,21-09-2020,02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6338,6338,21-09-2020,03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6339,6339,21-09-2020,04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6340,6340,21-09-2020,05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6341,6341,21-09-2020,06:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6342,6342,21-09-2020,07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6343,6343,21-09-2020,08:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6344,6344,21-09-2020,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6345,6345,21-09-2020,10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6346,6346,21-09-2020,11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6347,6347,21-09-2020,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6348,6348,21-09-2020,13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6349,6349,21-09-2020,14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6350,6350,21-09-2020,15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6351,6351,21-09-2020,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6352,6352,21-09-2020,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6353,6353,21-09-2020,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6354,6354,21-09-2020,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6355,6355,21-09-2020,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6356,6356,21-09-2020,21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6357,6357,21-09-2020,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6358,6358,21-09-2020,23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6359,6359,21-09-2020,24:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6360,6360,22-09-2020,01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6361,6361,22-09-2020,02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6362,6362,22-09-2020,03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6363,6363,22-09-2020,04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6364,6364,22-09-2020,05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6365,6365,22-09-2020,06:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6366,6366,22-09-2020,07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6367,6367,22-09-2020,08:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6368,6368,22-09-2020,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6369,6369,22-09-2020,10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6370,6370,22-09-2020,11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6371,6371,22-09-2020,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6372,6372,22-09-2020,13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6373,6373,22-09-2020,14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6374,6374,22-09-2020,15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6375,6375,22-09-2020,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6376,6376,22-09-2020,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6377,6377,22-09-2020,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6378,6378,22-09-2020,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6379,6379,22-09-2020,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6380,6380,22-09-2020,21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6381,6381,22-09-2020,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6382,6382,22-09-2020,23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6383,6383,22-09-2020,24:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6384,6384,23-09-2020,01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6385,6385,23-09-2020,02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6386,6386,23-09-2020,03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6387,6387,23-09-2020,04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6388,6388,23-09-2020,05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6389,6389,23-09-2020,06:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6390,6390,23-09-2020,07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6391,6391,23-09-2020,08:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6392,6392,23-09-2020,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6393,6393,23-09-2020,10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6394,6394,23-09-2020,11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6395,6395,23-09-2020,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6396,6396,23-09-2020,13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6397,6397,23-09-2020,14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6398,6398,23-09-2020,15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6399,6399,23-09-2020,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6400,6400,23-09-2020,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6401,6401,23-09-2020,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6402,6402,23-09-2020,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6403,6403,23-09-2020,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6404,6404,23-09-2020,21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6405,6405,23-09-2020,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6406,6406,23-09-2020,23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6407,6407,23-09-2020,24:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6408,6408,24-09-2020,01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6409,6409,24-09-2020,02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6410,6410,24-09-2020,03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6411,6411,24-09-2020,04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6412,6412,24-09-2020,05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6413,6413,24-09-2020,06:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6414,6414,24-09-2020,07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6415,6415,24-09-2020,08:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6416,6416,24-09-2020,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6417,6417,24-09-2020,10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6418,6418,24-09-2020,11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6419,6419,24-09-2020,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6420,6420,24-09-2020,13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6421,6421,24-09-2020,14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6422,6422,24-09-2020,15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6423,6423,24-09-2020,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6424,6424,24-09-2020,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6425,6425,24-09-2020,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6426,6426,24-09-2020,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6427,6427,24-09-2020,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6428,6428,24-09-2020,21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6429,6429,24-09-2020,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6430,6430,24-09-2020,23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6431,6431,24-09-2020,24:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6432,6432,25-09-2020,01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6433,6433,25-09-2020,02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6434,6434,25-09-2020,03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6435,6435,25-09-2020,04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6436,6436,25-09-2020,05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6437,6437,25-09-2020,06:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6438,6438,25-09-2020,07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6439,6439,25-09-2020,08:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6440,6440,25-09-2020,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6441,6441,25-09-2020,10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6442,6442,25-09-2020,11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6443,6443,25-09-2020,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6444,6444,25-09-2020,13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6445,6445,25-09-2020,14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6446,6446,25-09-2020,15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6447,6447,25-09-2020,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6448,6448,25-09-2020,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6449,6449,25-09-2020,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6450,6450,25-09-2020,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6451,6451,25-09-2020,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6452,6452,25-09-2020,21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6453,6453,25-09-2020,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6454,6454,25-09-2020,23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6455,6455,25-09-2020,24:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6456,6456,26-09-2020,01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6457,6457,26-09-2020,02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6458,6458,26-09-2020,03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6459,6459,26-09-2020,04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6460,6460,26-09-2020,05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6461,6461,26-09-2020,06:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6462,6462,26-09-2020,07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6463,6463,26-09-2020,08:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6464,6464,26-09-2020,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6465,6465,26-09-2020,10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6466,6466,26-09-2020,11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6467,6467,26-09-2020,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6468,6468,26-09-2020,13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6469,6469,26-09-2020,14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6470,6470,26-09-2020,15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6471,6471,26-09-2020,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6472,6472,26-09-2020,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6473,6473,26-09-2020,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6474,6474,26-09-2020,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6475,6475,26-09-2020,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6476,6476,26-09-2020,21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6477,6477,26-09-2020,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6478,6478,26-09-2020,23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6479,6479,26-09-2020,24:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6480,6480,27-09-2020,01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6481,6481,27-09-2020,02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6482,6482,27-09-2020,03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6483,6483,27-09-2020,04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6484,6484,27-09-2020,05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6485,6485,27-09-2020,06:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6486,6486,27-09-2020,07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6487,6487,27-09-2020,08:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6488,6488,27-09-2020,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6489,6489,27-09-2020,10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6490,6490,27-09-2020,11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6491,6491,27-09-2020,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6492,6492,27-09-2020,13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6493,6493,27-09-2020,14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6494,6494,27-09-2020,15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6495,6495,27-09-2020,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6496,6496,27-09-2020,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6497,6497,27-09-2020,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6498,6498,27-09-2020,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6499,6499,27-09-2020,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500,6500,27-09-2020,21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6501,6501,27-09-2020,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6502,6502,27-09-2020,23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503,6503,27-09-2020,24:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6504,6504,28-09-2020,01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6505,6505,28-09-2020,02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6506,6506,28-09-2020,03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6507,6507,28-09-2020,04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6508,6508,28-09-2020,05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6509,6509,28-09-2020,06:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6510,6510,28-09-2020,07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6511,6511,28-09-2020,08:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6512,6512,28-09-2020,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6513,6513,28-09-2020,10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6514,6514,28-09-2020,11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6515,6515,28-09-2020,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6516,6516,28-09-2020,13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6517,6517,28-09-2020,14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6518,6518,28-09-2020,15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6519,6519,28-09-2020,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6520,6520,28-09-2020,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6521,6521,28-09-2020,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6522,6522,28-09-2020,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6523,6523,28-09-2020,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6524,6524,28-09-2020,21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6525,6525,28-09-2020,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6526,6526,28-09-2020,23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6527,6527,28-09-2020,24:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6528,6528,29-09-2020,01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6529,6529,29-09-2020,02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6530,6530,29-09-2020,03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6531,6531,29-09-2020,04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6532,6532,29-09-2020,05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6533,6533,29-09-2020,06:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6534,6534,29-09-2020,07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6535,6535,29-09-2020,08:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6536,6536,29-09-2020,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6537,6537,29-09-2020,10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6538,6538,29-09-2020,11:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6539,6539,29-09-2020,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6540,6540,29-09-2020,13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6541,6541,29-09-2020,14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6542,6542,29-09-2020,15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6543,6543,29-09-2020,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6544,6544,29-09-2020,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6545,6545,29-09-2020,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6546,6546,29-09-2020,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6547,6547,29-09-2020,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6548,6548,29-09-2020,21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6549,6549,29-09-2020,22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6550,6550,29-09-2020,23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6551,6551,29-09-2020,24:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6552,6552,30-09-2020,01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6553,6553,30-09-2020,02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
