,Unnamed: 0,Date,time,Carbon monoxide,status,unit,PM<sub>10</sub> particulate matter (Hourly measured),status.1,unit.1,Nitric oxide,status.2,unit.2,Nitrogen dioxide,status.3,unit.3,Nitrogen oxides as nitrogen dioxide,status.4,unit.4,Ozone,status.5,unit.5,PM<sub>2.5</sub> particulate matter (Hourly measured),status.6,unit.6,Sulphur dioxide,status.7,unit.7,Black Carbon (880nm),status.8,unit.8,Blue Particulate matter (470nm),status.9,unit.9,Infra Red Particulate matter (950nm),status.10,unit.10,Red Particulate matter (660nm),status.11,unit.11,UV Particulate Matter (UV-BC),status.12,unit.12,UV Particulate Matter (370nm),status.13,unit.13,Yellow Particulate matter (590nm),status.14,unit.14
3368,3368,20-05-2020,09:00,0.162812,R,mgm-3,16.775,R,ugm-3 (FIDAS),5.99465,R,ugm-3,24.13298,R,ugm-3,33.32464,R,ugm-3,52.38713,R,ugm-3,7.547,R,ugm-3 (Ref.eq),1.11566,R,ugm-3,1.1,R,ugm-3,1.3,R,ugm-3,1.1,R,ugm-3,1.1,R,ugm-3,0.2,R,ugm-3,1.2,R,ugm-3,1.2,R,ugm-3
3369,3369,20-05-2020,10:00,0.127923,R,mgm-3,11.7,R,ugm-3 (FIDAS),2.02186,R,ugm-3,12.10624,R,ugm-3,15.20639,R,ugm-3,78.28133,R,ugm-3,5.307,R,ugm-3 (Ref.eq),1.11566,R,ugm-3,0.7,R,ugm-3,0.8,R,ugm-3,0.7,R,ugm-3,0.7,R,ugm-3,0.1,R,ugm-3,0.8,R,ugm-3,0.8,R,ugm-3
3370,3370,20-05-2020,11:00,0.122109,R,mgm-3,10.275,R,ugm-3 (FIDAS),1.02867,R,ugm-3,7.8054,R,ugm-3,9.38267,R,ugm-3,92.40091,R,ugm-3,4.175,R,ugm-3 (Ref.eq),0.98441,R,ugm-3,0.5,R,ugm-3,0.6,R,ugm-3,0.5,R,ugm-3,0.5,R,ugm-3,0.1,R,ugm-3,0.6,R,ugm-3,0.6,R,ugm-3
3371,3371,20-05-2020,12:00,0.116294,R,mgm-3,8.1,R,ugm-3 (FIDAS),0.81584,R,ugm-3,7.53857,R,ugm-3,8.78951,R,ugm-3,85.51575,R,ugm-3,3.538,R,ugm-3 (Ref.eq),0.78753,R,ugm-3,0.4,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.1,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3
3372,3372,20-05-2020,13:00,0.104665,R,mgm-3,7.15,R,ugm-3 (FIDAS),0.70943,R,ugm-3,6.24581,R,ugm-3,7.33358,R,ugm-3,91.50285,R,ugm-3,3.09,R,ugm-3 (Ref.eq),0.98441,R,ugm-3,0.4,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.1,R,ugm-3,0.5,R,ugm-3,0.5,R,ugm-3
3373,3373,20-05-2020,14:00,0.101758,R,mgm-3,6.25,R,ugm-3 (FIDAS),0.7449,R,ugm-3,5.76003,R,ugm-3,6.90219,R,ugm-3,94.89554,R,ugm-3,2.618,R,ugm-3 (Ref.eq),0.98441,R,ugm-3,0.3,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.0,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3
3374,3374,20-05-2020,15:00,0.09885,R,mgm-3,6.1,R,ugm-3 (FIDAS),0.81584,R,ugm-3,6.19049,R,ugm-3,7.44143,R,ugm-3,95.39446,R,ugm-3,2.453,R,ugm-3 (Ref.eq),0.78753,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.1,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3
3375,3375,20-05-2020,16:00,0.078499,R,mgm-3,4.9,R,ugm-3 (FIDAS),0.67396,R,ugm-3,5.16781,R,ugm-3,6.20119,R,ugm-3,93.29898,R,ugm-3,1.745,R,ugm-3 (Ref.eq),0.65627,R,ugm-3,0.2,R,ugm-3,0.3,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3,0.1,R,ugm-3,0.3,R,ugm-3,0.2,R,ugm-3
3376,3376,20-05-2020,17:00,0.066869,R,mgm-3,4.3,R,ugm-3 (FIDAS),0.53207,R,ugm-3,5.87067,R,ugm-3,6.6865,R,ugm-3,90.00607,R,ugm-3,1.557,R,ugm-3 (Ref.eq),0.85315,R,ugm-3,0.2,R,ugm-3,0.3,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3,0.1,R,ugm-3,0.3,R,ugm-3,0.2,R,ugm-3
3377,3377,20-05-2020,18:00,0.072684,R,mgm-3,4.725,R,ugm-3 (FIDAS),0.46113,R,ugm-3,6.95007,R,ugm-3,7.65712,R,ugm-3,86.91274,R,ugm-3,1.722,R,ugm-3 (Ref.eq),1.57505,R,ugm-3,0.2,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.1,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3
3378,3378,20-05-2020,19:00,0.078499,R,mgm-3,5.375,R,ugm-3 (FIDAS),0.46113,R,ugm-3,8.45992,R,ugm-3,9.16697,R,ugm-3,83.76951,R,ugm-3,1.91,R,ugm-3 (Ref.eq),1.7063,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.1,R,ugm-3,0.4,R,ugm-3,0.3,R,ugm-3
3379,3379,20-05-2020,20:00,0.078499,R,mgm-3,5.225,R,ugm-3 (FIDAS),0.31924,R,ugm-3,10.45695,R,ugm-3,10.94644,R,ugm-3,79.37897,R,ugm-3,2.193,R,ugm-3 (Ref.eq),2.16569,R,ugm-3,0.3,R,ugm-3,0.4,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.1,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3
3380,3380,20-05-2020,21:00,0.072684,R,mgm-3,5.175,R,ugm-3 (FIDAS),0.4966,R,ugm-3,15.2538,R,ugm-3,16.01524,R,ugm-3,67.15531,R,ugm-3,2.406,R,ugm-3 (Ref.eq),2.62508,R,ugm-3,0.4,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.1,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3
3381,3381,20-05-2020,22:00,0.113387,R,mgm-3,6.6,R,ugm-3 (FIDAS),0.46113,R,ugm-3,19.9456,R,ugm-3,20.65265,R,ugm-3,55.48046,R,ugm-3,3.302,R,ugm-3 (Ref.eq),2.69071,R,ugm-3,0.7,R,ugm-3,0.9,R,ugm-3,0.8,R,ugm-3,0.8,R,ugm-3,0.3,R,ugm-3,1.0,R,ugm-3,0.8,R,ugm-3
3382,3382,20-05-2020,23:00,0.122109,R,mgm-3,8.325,R,ugm-3 (FIDAS),0.56754,R,ugm-3,16.81665,R,ugm-3,17.68687,R,ugm-3,53.98369,R,ugm-3,4.316,R,ugm-3 (Ref.eq),2.62508,R,ugm-3,1.0,R,ugm-3,1.3,R,ugm-3,1.1,R,ugm-3,1.1,R,ugm-3,0.3,R,ugm-3,1.3,R,ugm-3,1.1,R,ugm-3
3383,3383,20-05-2020,24:00,0.145368,R,mgm-3,10.0,R,ugm-3 (FIDAS),0.81584,R,ugm-3,21.28903,R,ugm-3,22.53997,R,ugm-3,44.00519,R,ugm-3,6.274,R,ugm-3 (Ref.eq),3.28135,R,ugm-3,2.5,R,ugm-3,2.6,R,ugm-3,2.6,R,ugm-3,2.5,R,ugm-3,0.0,R,ugm-3,2.5,R,ugm-3,2.5,R,ugm-3
3384,3384,21-05-2020,01:00,0.170516,R,mgm-3,11.3,R,ugm-3 (FIDAS),0.85183,R,ugm-3,23.80864,R,ugm-3,25.11476,R,ugm-3,41.0449,R,ugm-3,6.91,R,ugm-3 (Ref.eq),2.62424,R,ugm-3,2.2,R,ugm-3,2.3,R,ugm-3,2.2,R,ugm-3,2.2,R,ugm-3,0.1,R,ugm-3,2.3,R,ugm-3,2.2,R,ugm-3
3385,3385,21-05-2020,02:00,0.162764,R,mgm-3,10.175,R,ugm-3 (FIDAS),0.70986,R,ugm-3,19.27683,R,ugm-3,20.36526,R,ugm-3,63.33021,R,ugm-3,5.542,R,ugm-3 (Ref.eq),2.09939,R,ugm-3,0.9,R,ugm-3,1.0,R,ugm-3,0.8,R,ugm-3,0.9,R,ugm-3,0.1,R,ugm-3,1.0,R,ugm-3,0.9,R,ugm-3
3386,3386,21-05-2020,03:00,0.165671,R,mgm-3,9.6,R,ugm-3 (FIDAS),0.78084,R,ugm-3,20.98503,R,ugm-3,22.1823,R,ugm-3,56.27874,R,ugm-3,6.061,R,ugm-3 (Ref.eq),1.64015,R,ugm-3,0.9,R,ugm-3,1.0,R,ugm-3,0.7,R,ugm-3,0.9,R,ugm-3,0.1,R,ugm-3,1.0,R,ugm-3,0.9,R,ugm-3
3387,3387,21-05-2020,04:00,0.180204,R,mgm-3,9.8,R,ugm-3 (FIDAS),3.69124,R,ugm-3,36.59989,R,ugm-3,42.25972,R,ugm-3,27.39098,R,ugm-3,6.226,R,ugm-3 (Ref.eq),2.09939,R,ugm-3,1.3,R,ugm-3,1.5,R,ugm-3,1.2,R,ugm-3,1.3,R,ugm-3,0.3,R,ugm-3,1.5,R,ugm-3,1.4,R,ugm-3
3388,3388,21-05-2020,05:00,0.212175,R,mgm-3,16.325,R,ugm-3 (FIDAS),10.54133,R,ugm-3,51.84099,R,ugm-3,68.00414,R,ugm-3,7.13463,R,ugm-3,9.245,R,ugm-3 (Ref.eq),2.09939,R,ugm-3,1.9,R,ugm-3,2.4,R,ugm-3,1.8,R,ugm-3,2.0,R,ugm-3,0.6,R,ugm-3,2.5,R,ugm-3,2.1,R,ugm-3
3389,3389,21-05-2020,06:00,0.194737,R,mgm-3,14.625,R,ugm-3 (FIDAS),6.35319,R,ugm-3,37.91544,R,ugm-3,47.65687,R,ugm-3,22.15227,R,ugm-3,7.099,R,ugm-3 (Ref.eq),2.55864,R,ugm-3,1.6,R,ugm-3,1.9,R,ugm-3,1.5,R,ugm-3,1.7,R,ugm-3,0.4,R,ugm-3,2.0,R,ugm-3,1.7,R,ugm-3
3390,3390,21-05-2020,07:00,0.151139,R,mgm-3,20.025,R,ugm-3 (FIDAS),3.37181,R,ugm-3,24.3524,R,ugm-3,29.52243,R,ugm-3,53.78412,R,ugm-3,6.84,R,ugm-3 (Ref.eq),3.34591,R,ugm-3,1.1,R,ugm-3,1.3,R,ugm-3,1.0,R,ugm-3,1.2,R,ugm-3,0.1,R,ugm-3,1.2,R,ugm-3,1.2,R,ugm-3
3391,3391,21-05-2020,08:00,0.20055,R,mgm-3,17.075,R,ugm-3 (FIDAS),3.54927,R,ugm-3,24.35015,R,ugm-3,29.79229,R,ugm-3,67.40477,R,ugm-3,8.679,R,ugm-3 (Ref.eq),4.06757,R,ugm-3,1.4,R,ugm-3,1.5,R,ugm-3,1.0,R,ugm-3,1.4,R,ugm-3,0.0,R,ugm-3,1.3,R,ugm-3,1.4,R,ugm-3
3392,3392,21-05-2020,09:00,0.20055,R,mgm-3,18.0,R,ugm-3 (FIDAS),4.33011,R,ugm-3,25.79749,R,ugm-3,32.4369,R,ugm-3,67.45466,R,ugm-3,8.656,R,ugm-3 (Ref.eq),3.73954,R,ugm-3,1.4,R,ugm-3,1.6,R,ugm-3,1.2,R,ugm-3,1.5,R,ugm-3,0.0,R,ugm-3,1.5,R,ugm-3,1.5,R,ugm-3
3393,3393,21-05-2020,10:00,0.165671,R,mgm-3,19.975,R,ugm-3 (FIDAS),2.48449,R,ugm-3,18.31884,R,ugm-3,22.12833,R,ugm-3,83.96908,R,ugm-3,8.373,R,ugm-3 (Ref.eq),3.41152,R,ugm-3,1.1,R,ugm-3,1.2,R,ugm-3,0.9,R,ugm-3,1.1,R,ugm-3,0.1,R,ugm-3,1.2,R,ugm-3,1.2,R,ugm-3
3394,3394,21-05-2020,11:00,0.142419,R,mgm-3,15.45,R,ugm-3 (FIDAS),1.73914,R,ugm-3,13.25496,R,ugm-3,15.92161,R,ugm-3,84.06886,R,ugm-3,6.84,R,ugm-3 (Ref.eq),2.95227,R,ugm-3,0.8,R,ugm-3,0.9,R,ugm-3,0.8,R,ugm-3,0.8,R,ugm-3,0.2,R,ugm-3,0.9,R,ugm-3,0.8,R,ugm-3
3395,3395,21-05-2020,12:00,0.139513,R,mgm-3,13.775,R,ugm-3 (FIDAS),1.20675,R,ugm-3,10.07738,R,ugm-3,11.92771,R,ugm-3,90.10586,R,ugm-3,6.203,R,ugm-3 (Ref.eq),2.62424,R,ugm-3,0.6,R,ugm-3,0.7,R,ugm-3,0.5,R,ugm-3,0.6,R,ugm-3,0.1,R,ugm-3,0.7,R,ugm-3,0.6,R,ugm-3
3396,3396,21-05-2020,13:00,0.095915,R,mgm-3,10.425,R,ugm-3 (FIDAS),0.88732,R,ugm-3,8.51626,R,ugm-3,9.87679,R,ugm-3,95.99317,R,ugm-3,4.387,R,ugm-3 (Ref.eq),1.44333,R,ugm-3,0.4,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.1,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3
3397,3397,21-05-2020,14:00,0.075569,R,mgm-3,10.325,R,ugm-3 (FIDAS),0.4969,R,ugm-3,7.17192,R,ugm-3,7.93382,R,ugm-3,116.4491,R,ugm-3,3.844,R,ugm-3 (Ref.eq),2.23061,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.1,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3
3398,3398,21-05-2020,15:00,0.078476,R,mgm-3,11.475,R,ugm-3 (FIDAS),0.46141,R,ugm-3,7.60414,R,ugm-3,8.31162,R,ugm-3,125.23018,R,ugm-3,4.104,R,ugm-3 (Ref.eq),1.57455,R,ugm-3,0.4,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.1,R,ugm-3,0.5,R,ugm-3,0.5,R,ugm-3
3399,3399,21-05-2020,16:00,0.093009,R,mgm-3,11.625,R,ugm-3 (FIDAS),0.4969,R,ugm-3,8.57518,R,ugm-3,9.33708,R,ugm-3,129.27147,R,ugm-3,4.434,R,ugm-3 (Ref.eq),2.29621,R,ugm-3,0.5,R,ugm-3,0.6,R,ugm-3,0.5,R,ugm-3,0.5,R,ugm-3,0.1,R,ugm-3,0.6,R,ugm-3,0.6,R,ugm-3
3400,3400,21-05-2020,17:00,0.090102,R,mgm-3,11.925,R,ugm-3 (FIDAS),0.35493,R,ugm-3,8.03726,R,ugm-3,8.58148,R,ugm-3,132.01556,R,ugm-3,4.646,R,ugm-3 (Ref.eq),2.62424,R,ugm-3,0.5,R,ugm-3,0.6,R,ugm-3,0.5,R,ugm-3,0.5,R,ugm-3,0.1,R,ugm-3,0.6,R,ugm-3,0.5,R,ugm-3
3401,3401,21-05-2020,18:00,0.095915,R,mgm-3,9.9,R,ugm-3 (FIDAS),0.28394,R,ugm-3,7.28256,R,ugm-3,7.71793,R,ugm-3,125.92867,R,ugm-3,4.458,R,ugm-3 (Ref.eq),2.95227,R,ugm-3,0.5,R,ugm-3,0.6,R,ugm-3,0.4,R,ugm-3,0.5,R,ugm-3,0.1,R,ugm-3,0.6,R,ugm-3,0.5,R,ugm-3
3402,3402,21-05-2020,19:00,0.107541,R,mgm-3,9.25,R,ugm-3 (FIDAS),0.28394,R,ugm-3,10.14305,R,ugm-3,10.57842,R,ugm-3,116.34931,R,ugm-3,4.552,R,ugm-3 (Ref.eq),2.82106,R,ugm-3,0.5,R,ugm-3,0.6,R,ugm-3,0.5,R,ugm-3,0.5,R,ugm-3,0.1,R,ugm-3,0.6,R,ugm-3,0.6,R,ugm-3
3403,3403,21-05-2020,20:00,0.127886,R,mgm-3,12.25,R,ugm-3 (FIDAS),0.31944,R,ugm-3,12.73324,R,ugm-3,13.22303,R,ugm-3,108.36651,R,ugm-3,4.764,R,ugm-3 (Ref.eq),3.87076,R,ugm-3,0.6,R,ugm-3,0.8,R,ugm-3,0.6,R,ugm-3,0.7,R,ugm-3,0.2,R,ugm-3,0.8,R,ugm-3,0.7,R,ugm-3
3404,3404,21-05-2020,21:00,0.110448,R,mgm-3,8.475,R,ugm-3 (FIDAS),0.24845,R,ugm-3,14.02945,R,ugm-3,14.4104,R,ugm-3,96.54199,R,ugm-3,3.797,R,ugm-3 (Ref.eq),2.55864,R,ugm-3,0.5,R,ugm-3,0.7,R,ugm-3,0.5,R,ugm-3,0.6,R,ugm-3,0.2,R,ugm-3,0.7,R,ugm-3,0.6,R,ugm-3
3405,3405,21-05-2020,22:00,0.093009,R,mgm-3,8.525,R,ugm-3 (FIDAS),0.21296,R,ugm-3,10.41381,R,ugm-3,10.74034,R,ugm-3,107.81769,R,ugm-3,4.175,R,ugm-3 (Ref.eq),2.95227,R,ugm-3,0.5,R,ugm-3,0.6,R,ugm-3,0.5,R,ugm-3,0.5,R,ugm-3,0.2,R,ugm-3,0.7,R,ugm-3,0.5,R,ugm-3
3406,3406,21-05-2020,23:00,0.06685,R,mgm-3,6.425,R,ugm-3 (FIDAS),0.17746,R,ugm-3,9.7666,R,ugm-3,10.03871,R,ugm-3,111.55963,R,ugm-3,3.066,R,ugm-3 (Ref.eq),2.82106,R,ugm-3,0.4,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.1,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3
3407,3407,21-05-2020,24:00,0.078476,R,mgm-3,7.3,R,ugm-3 (FIDAS),0.35493,R,ugm-3,11.86924,R,ugm-3,12.41345,R,ugm-3,107.51834,R,ugm-3,3.302,R,ugm-3 (Ref.eq),3.60833,R,ugm-3,0.5,R,ugm-3,0.6,R,ugm-3,0.5,R,ugm-3,0.5,R,ugm-3,0.2,R,ugm-3,0.6,R,ugm-3,0.5,R,ugm-3
3408,3408,22-05-2020,01:00,0.085233,R,mgm-3,6.6,R,ugm-3 (FIDAS),0.37882,R,ugm-3,9.86297,R,ugm-3,10.44381,R,ugm-3,112.8901,R,ugm-3,3.491,R,ugm-3 (Ref.eq),1.48659,R,ugm-3,0.4,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.1,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3
3409,3409,22-05-2020,02:00,0.089108,R,mgm-3,8.4,R,ugm-3 (FIDAS),0.18941,R,ugm-3,11.66594,R,ugm-3,11.95636,R,ugm-3,103.51031,R,ugm-3,3.632,R,ugm-3 (Ref.eq),2.27362,R,ugm-3,0.4,R,ugm-3,0.5,R,ugm-3,0.3,R,ugm-3,0.4,R,ugm-3,0.1,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3
3410,3410,22-05-2020,03:00,0.110416,R,mgm-3,10.65,R,ugm-3 (FIDAS),0.17757,R,ugm-3,9.18118,R,ugm-3,9.45345,R,ugm-3,100.51676,R,ugm-3,5.118,R,ugm-3 (Ref.eq),2.75457,R,ugm-3,0.7,R,ugm-3,0.8,R,ugm-3,0.5,R,ugm-3,0.7,R,ugm-3,0.1,R,ugm-3,0.8,R,ugm-3,0.8,R,ugm-3
3411,3411,22-05-2020,04:00,0.119133,R,mgm-3,10.825,R,ugm-3 (FIDAS),0.21309,R,ugm-3,11.66565,R,ugm-3,11.99238,R,ugm-3,83.8194,R,ugm-3,5.613,R,ugm-3 (Ref.eq),3.0825,R,ugm-3,0.5,R,ugm-3,0.6,R,ugm-3,0.4,R,ugm-3,0.5,R,ugm-3,0.1,R,ugm-3,0.6,R,ugm-3,0.5,R,ugm-3
3412,3412,22-05-2020,05:00,0.101699,R,mgm-3,10.925,R,ugm-3 (FIDAS),0.21309,R,ugm-3,11.44957,R,ugm-3,11.7763,R,ugm-3,85.41596,R,ugm-3,4.976,R,ugm-3 (Ref.eq),2.36106,R,ugm-3,0.4,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.1,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3
3413,3413,22-05-2020,06:00,0.116227,R,mgm-3,12.575,R,ugm-3 (FIDAS),0.21309,R,ugm-3,8.80261,R,ugm-3,9.12933,R,ugm-3,79.72822,R,ugm-3,5.024,R,ugm-3 (Ref.eq),2.16431,R,ugm-3,0.4,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.0,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3
3414,3414,22-05-2020,07:00,0.136566,R,mgm-3,9.325,R,ugm-3 (FIDAS),0.71028,R,ugm-3,9.8229,R,ugm-3,10.91198,R,ugm-3,74.5394,R,ugm-3,4.08,R,ugm-3 (Ref.eq),2.42665,R,ugm-3,0.5,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3,0.5,R,ugm-3,0.0,R,ugm-3,0.5,R,ugm-3,0.5,R,ugm-3
3415,3415,22-05-2020,08:00,0.136566,R,mgm-3,12.725,R,ugm-3 (FIDAS),0.81682,R,ugm-3,9.11934,R,ugm-3,10.37179,R,ugm-3,77.13381,R,ugm-3,4.316,R,ugm-3 (Ref.eq),2.16431,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.0,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3
3416,3416,22-05-2020,09:00,0.130756,R,mgm-3,18.45,R,ugm-3 (FIDAS),0.85234,R,ugm-3,7.1742,R,ugm-3,8.4811,R,ugm-3,73.29208,R,ugm-3,6.226,R,ugm-3 (Ref.eq),2.22989,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.0,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3
3417,3417,22-05-2020,10:00,0.116227,R,mgm-3,15.4,R,ugm-3 (FIDAS),1.06542,R,ugm-3,6.03717,R,ugm-3,7.6708,R,ugm-3,69.8495,R,ugm-3,6.415,R,ugm-3 (Ref.eq),1.96755,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.0,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3
3418,3418,22-05-2020,11:00,0.087171,R,mgm-3,15.275,R,ugm-3 (FIDAS),0.85234,R,ugm-3,4.09507,R,ugm-3,5.40197,R,ugm-3,73.1923,R,ugm-3,5.873,R,ugm-3 (Ref.eq),2.03314,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3,0.0,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3
3419,3419,22-05-2020,12:00,0.069737,R,mgm-3,17.175,R,ugm-3 (FIDAS),0.71028,R,ugm-3,4.74504,R,ugm-3,5.83413,R,ugm-3,74.28993,R,ugm-3,5.991,R,ugm-3 (Ref.eq),2.36106,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3,0.0,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3
3420,3420,22-05-2020,13:00,0.066831,R,mgm-3,19.625,R,ugm-3 (FIDAS),0.71028,R,ugm-3,4.63701,R,ugm-3,5.72609,R,ugm-3,75.98628,R,ugm-3,6.863,R,ugm-3 (Ref.eq),1.83638,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3,0.0,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3
3421,3421,22-05-2020,14:00,0.061019,R,mgm-3,20.6,R,ugm-3 (FIDAS),0.67477,R,ugm-3,4.47538,R,ugm-3,5.51001,R,ugm-3,83.86929,R,ugm-3,7.5,R,ugm-3 (Ref.eq),1.96755,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3,0.0,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3
3422,3422,22-05-2020,15:00,0.066831,R,mgm-3,20.225,R,ugm-3 (FIDAS),0.60374,R,ugm-3,4.26017,R,ugm-3,5.18589,R,ugm-3,84.76736,R,ugm-3,7.972,R,ugm-3 (Ref.eq),2.09872,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3,0.0,R,ugm-3,0.2,R,ugm-3,0.2,R,ugm-3
3423,3423,22-05-2020,16:00,0.078453,R,mgm-3,20.275,R,ugm-3 (FIDAS),0.60374,R,ugm-3,4.96243,R,ugm-3,5.88815,R,ugm-3,82.57209,R,ugm-3,9.127,R,ugm-3 (Ref.eq),1.96755,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.0,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3
3424,3424,22-05-2020,17:00,0.078453,R,mgm-3,21.55,R,ugm-3 (FIDAS),0.56823,R,ugm-3,5.17894,R,ugm-3,6.05021,R,ugm-3,80.57639,R,ugm-3,10.047,R,ugm-3 (Ref.eq),1.83638,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.0,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3
3425,3425,22-05-2020,18:00,0.084265,R,mgm-3,21.0,R,ugm-3 (FIDAS),0.39066,R,ugm-3,4.96503,R,ugm-3,5.56403,R,ugm-3,78.88004,R,ugm-3,10.259,R,ugm-3 (Ref.eq),1.3117,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3,0.0,R,ugm-3,0.3,R,ugm-3,0.3,R,ugm-3
3426,3426,22-05-2020,19:00,0.122038,R,mgm-3,30.85,R,ugm-3 (FIDAS),0.42617,R,ugm-3,6.80127,R,ugm-3,7.45472,R,ugm-3,73.8409,R,ugm-3,15.849,R,ugm-3 (Ref.eq),1.96755,R,ugm-3,0.5,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3,0.5,R,ugm-3,0.1,R,ugm-3,0.6,R,ugm-3,0.5,R,ugm-3
3427,3427,22-05-2020,20:00,0.119133,R,mgm-3,31.45,R,ugm-3 (FIDAS),0.31963,R,ugm-3,7.28875,R,ugm-3,7.77884,R,ugm-3,70.79746,R,ugm-3,16.769,R,ugm-3 (Ref.eq),1.3117,R,ugm-3,0.3,R,ugm-3,0.5,R,ugm-3,0.3,R,ugm-3,0.4,R,ugm-3,0.2,R,ugm-3,0.6,R,ugm-3,0.4,R,ugm-3
3428,3428,22-05-2020,21:00,0.116227,R,mgm-3,28.7,R,ugm-3 (FIDAS),0.28411,R,ugm-3,6.53291,R,ugm-3,6.96854,R,ugm-3,69.55015,R,ugm-3,15.543,R,ugm-3 (Ref.eq),1.50846,R,ugm-3,0.4,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.2,R,ugm-3,0.6,R,ugm-3,0.5,R,ugm-3
3429,3429,22-05-2020,22:00,0.12785,R,mgm-3,27.075,R,ugm-3 (FIDAS),0.35514,R,ugm-3,7.45038,R,ugm-3,7.99492,R,ugm-3,64.46111,R,ugm-3,15.519,R,ugm-3 (Ref.eq),0.72144,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.4,R,ugm-3,0.1,R,ugm-3,0.5,R,ugm-3,0.4,R,ugm-3
